C1:1
C10:1
C11:1
C12:1
C8:1
C9:1
D1:1
D2:1
D3:1
D4:1
D6:1
D7:1
J2:1
J3:1
J4:1
J5:1
J6:1
J7:1
J8:1
JP1:1
L2:1
PCB1:1
Q1:1
R1:1
R13:1
R2:1
R3:1
R7:1
R8:1
SW1:1
U1:1
U3:1
U4:1
U5:1
U7:1
U8:1
V1:1
V2:1
V3:1
V4:1
