Designator,Mid X,Mid Y,Rotation,Layer
C1,17.5,45.8,90.0,top
C10,25.4,48.5,90.0,top
C11,39.5,33.6,180.0,top
C12,20.0,45.1,0.0,top
C8,22.5,45.8,90.0,top
C9,26.3,48.5,90.0,top
D1,14.0,44.9,180.0,top
D2,29.525,42.85,180.0,top
D3,29.5,37.7,180.0,top
D4,28.85,47.95,45.0,top
D6,29.5,38.6,180.0,top
D7,29.5,43.7,180.0,top
J1,21.35,27.0,90.0,top
J2,33.45,27.0,90.0,top
J3,43.55,27.0,90.0,top
J4,51.65,27.0,90.0,top
J5,59.75,27.0,90.0,top
J6,38.25,42.0,0.0,bottom
J7,11.55,38.9,270.0,top
J9,11.25,27.0,90.0,top
L2,20.0,42.5,0.0,top
Q1,18.75,36.0375,270.0,top
R1,20.0,49.0,0.0,top
R13,43.7,33.6,0.0,top
R2,21.8,49.0,0.0,top
R3,18.2,49.0,0.0,top
R7,8.5,45.5,180.0,top
R8,8.5,44.5,0.0,top
SW1,11.9,47.9,0.0,top
U1,20.0,47.1,0.0,top
U3,23.1,35.8,270.0,top
U4,27.7,35.8,270.0,top
U5,25.5,42.35,0.0,top
U8,38.25,42.0,270.0,top
